"partida_id","rodata","clube","cartao","atleta","num_camisa","posicao","minuto"
"6472","35","Internacional","Amarelo","Andrés D'Alessandro","10","Meio-campo","90+11"
"6472","35","Internacional","Amarelo","Rodrigo Dourado","13","Meio-campo","57"
"6473","35","Sao Paulo","Amarelo","Bruno Alves","34","Zagueiro","86"
"6473","35","Cruzeiro","Amarelo","Edílson Mendes Guimarães","22","Zagueiro","63"
"6474","35","Gremio","Amarelo","Marcelo Oliveira Ferreira","26","Zagueiro","41"
"6474","35","Chapecoense","Amarelo","Bruno Pacheco","6","Zagueiro","69"
"6471","35","Flamengo","Vermelho","Lucas Paquetá","11","Meio-campo","61"
"6472","35","Internacional","Vermelho","Wellington Alves da Silva","11","","90+10"
"6469","35","Parana","Amarelo","Renê Santos","4","Zagueiro","90+5"
"6469","35","Parana","Amarelo","Keslley dos Santos Lopes","7","Meio-campo","43"
"6469","35","Palmeiras","Amarelo","Miguel Borja","9","","90+6"
"6470","35","America-MG","Amarelo","João Ricardo Riedi","1","Goleiro","90+4"
"6470","35","America-MG","Amarelo","Rafael Moura","9","Atacante","45+2"
"6470","35","America-MG","Amarelo","Zé Ricardo","5","Meio-campo","42"
"6470","35","Santos","Amarelo","Bruno Henrique","11","Meio-campo","61"
"6471","35","Flamengo","Amarelo","Lucas Paquetá","11","Meio-campo","55"
"6472","35","Botafogo-RJ","Amarelo","Joel Carli","3","Zagueiro","71"
"6472","35","Internacional","Amarelo","Edenílson Andrade dos Santos","8","Meio-campo","73"
"6472","35","Internacional","Amarelo","Rodrigo Moledo","4","Zagueiro","23"
"6473","35","Sao Paulo","Amarelo","Reinaldo Manoel da Silva","14","Zagueiro","17"
"6473","35","Cruzeiro","Amarelo","Róbson Michael Signorini","19","Meio-campo","42"
"6474","35","Gremio","Amarelo","André Felipe Ribeiro de Souza","90","Atacante","7"
"6474","35","Chapecoense","Amarelo","Héctor Canteros","8","Meio-campo","33"
"6475","35","Fluminense","Amarelo","Richard Candido Coelho","25","Meio-campo","84"
"6475","35","Fluminense","Amarelo","Lucas Ribeiro de Oliveira","29","","66"
"6475","35","Ceara","Amarelo","Felipe Azevedo","11","Meio-campo","90+2"
"6475","35","Ceara","Amarelo","Richardson Fernandes dos Santos","26","Meio-campo","17"
"6475","35","Fluminense","Amarelo","Airton Ribeiro Santos","5","Meio-campo","67"
"6475","35","Fluminense","Amarelo","Ayrton Lucas Dantas de Medeiros","6","Zagueiro","20"
"6475","35","Ceara","Amarelo","Samuel Xavier","22","Zagueiro","30"
"6476","36","Atletico-MG","Amarelo","Iago Maidana","28","Zagueiro","81"
"6477","36","Santos","Amarelo","Luiz Felipe","2","Zagueiro","88"
"6477","36","Botafogo-RJ","Amarelo","Matheus Fernandes","8","Meio-campo","89"
"6478","36","Athletico-PR","Amarelo","Matheus Rossetto","20","","84"
"6478","36","Corinthians","Amarelo","Fagner","23","Zagueiro","87"
"6478","36","Corinthians","Amarelo","Danilo Avelar","35","Zagueiro","59"
"6479","36","America-MG","Amarelo","Leandro Donizete","15","","63"
"6479","36","America-MG","Amarelo","Carlos Emiliano Pereira","6","Zagueiro","52"
"6479","36","America-MG","Amarelo","Ricardo Silva","16","","16"
"6480","36","Flamengo","Amarelo","Diego Ribas","10","Meio-campo","90+1"
"6480","36","Gremio","Amarelo","Ramiro Moschen Benetti","17","Meio-campo","90+3"
"6480","36","Gremio","Amarelo","Matheus Henrique de Souza","32","Meio-campo","20"
"6481","36","Cruzeiro","Amarelo","Ezequiel","2","Zagueiro","75"
"6476","36","Internacional","Amarelo","Víctor Cuesta","15","Zagueiro","85"
"6476","36","Atletico-MG","Amarelo","Adílson Warken","21","Meio-campo","70"
"6477","36","Santos","Amarelo","Gabriel Barbosa","10","Meio-campo","67"
"6477","36","Botafogo-RJ","Amarelo","Márcio Almeida de Oliveira","4","Zagueiro","25"
"6478","36","Athletico-PR","Amarelo","Wellington Aparecido Martins","5","Meio-campo","81"
"6478","36","Corinthians","Amarelo","Thiaguinho","17","Meio-campo","61"
"6478","36","Corinthians","Amarelo","Ralf de Souza Teles","15","Meio-campo","29"
"6479","36","America-MG","Amarelo","Matheus Ferraz Pereira","3","Zagueiro","55"
"6479","36","America-MG","Amarelo","Norberto Pereira Marinho Neto","2","Zagueiro","32"
"6479","36","America-MG","Amarelo","Ademir","7","Meio-campo","14"
"6480","36","Flamengo","Amarelo","Willian Arão","5","Meio-campo","36"
"6480","36","Gremio","Amarelo","Alisson Euler de Freitas Castro","23","","72"
"6481","36","Cruzeiro","Amarelo","Éderson","40","","78"
"6481","36","Vitoria","Amarelo","Aderlan Santos","33","Zagueiro","45+3"
"6482","36","Vasco","Amarelo","Luiz Gustavo","13","Zagueiro","72"
"6482","36","Sao Paulo","Amarelo","Antony Matheus dos Santos","39","","90+2"
"6482","36","Sao Paulo","Amarelo","Rodrigo Caio","3","Zagueiro","40"
"6483","36","Ceara","Amarelo","Luiz Otávio","13","Zagueiro","72"
"6483","36","Parana","Amarelo","Alesson","19","","77"
"6484","36","Bahia","Amarelo","Elton Junior Melo Ataíde","17","Meio-campo","64"
"6485","36","Chapecoense","Amarelo","Diego Torres","72","Meio-campo","56"
"6485","36","Sport","Amarelo","Jair Rodrigues Júnior","88","Meio-campo","90+5"
"6482","36","Vasco","Amarelo","Leandro Luis Desábato","5","Meio-campo","19"
"6482","36","Sao Paulo","Amarelo","Bruno Peres","15","Zagueiro","43"
"6482","36","Sao Paulo","Amarelo","Hudson","25","Meio-campo","27"
"6483","36","Ceara","Amarelo","Calyson","25","Meio-campo","63"
"6484","36","Bahia","Amarelo","Tiago Pagnussat","3","Zagueiro","78"
"6484","36","Fluminense","Amarelo","Everaldo","37","Meio-campo","76"
"6485","36","Chapecoense","Amarelo","Alan Ruschel","28","Zagueiro","44"
"6486","37","Santos","Vermelho","Carlos Andrés Sánchez","7","Meio-campo","77"
"6486","37","Santos","Amarelo","Alison Lopes Ferreira","5","Meio-campo","61"
"6486","37","Santos","Amarelo","Gabriel Barbosa","10","Atacante","37"
"6486","37","Santos","Amarelo","José Rodolfo Pires Ribeiro","16","Zagueiro","58"
"6486","37","Atletico-MG","Amarelo","Juan Cazares","10","Meio-campo","65"
"6486","37","Santos","Amarelo","Diego Pituca","21","Meio-campo","64"
"6491","37","Fluminense","Vermelho","Leonardo Moreira Morais","33","Zagueiro","82"
"6487","37","Athletico-PR","Amarelo","Bérgson Gustavo Silveira da Silva","30","Atacante","88"
"6487","37","Athletico-PR","Amarelo","Rony","9","","59"
"6487","37","Ceara","Amarelo","Wescley","27","","84"
"6487","37","Ceara","Amarelo","Paulo Roberto Valoura Junior","20","Meio-campo","37"
"6488","37","Cruzeiro","Amarelo","Dedé","26","Zagueiro","84"
"6488","37","Cruzeiro","Amarelo","Róbson Michael Signorini","19","Meio-campo","50"
"6488","37","Cruzeiro","Amarelo","Ariel Cabral","5","Meio-campo","10"
"6488","37","Flamengo","Amarelo","Renê Rodrigues Martins","6","Zagueiro","42"
"6489","37","Vitoria","Amarelo","Jeferson","28","Zagueiro","90"
"6489","37","Gremio","Amarelo","Pedro Geromel","3","Zagueiro","86"
"6489","37","Gremio","Amarelo","Walter Kannemann","4","Zagueiro","42"
"6490","37","Vasco","Amarelo","Andrés Ríos","9","","83"
"6490","37","Vasco","Amarelo","Leandro Castán","25","Zagueiro","17"
"6490","37","Palmeiras","Amarelo","Jean Raphael Vanderlei Moreira","17","","90+3"
"6490","37","Palmeiras","Amarelo","Gustavo Gómez","15","Zagueiro","55"
"6490","37","Palmeiras","Amarelo","Felipe Melo","30","Meio-campo","25"
"6491","37","Internacional","Amarelo","Fabiano","18","Zagueiro","61"
"6491","37","Fluminense","Amarelo","Everaldo","37","Atacante","70"
"6492","37","America-MG","Amarelo","João Ricardo Riedi","1","Goleiro","90+3"
"6492","37","Bahia","Amarelo","Gregore","26","Meio-campo","90+1"
"6493","37","Corinthians","Amarelo","Emerson Sheik","47","","86"
"6493","37","Chapecoense","Amarelo","Diego Torres","72","Meio-campo","15"
"6490","37","Vasco","Vermelho","Yago Pikachu","22","Meio-campo","90+3"
"6492","37","Bahia","Vermelho","Tiago Pagnussat","3","Zagueiro","86"
"6487","37","Athletico-PR","Amarelo","Guilherme Camacho","15","Meio-campo","76"
"6487","37","Ceara","Amarelo","Éverson Felipe Marques Pires","1","Goleiro","89"
"6487","37","Ceara","Amarelo","Leandro Carvalho","80","Meio-campo","55"
"6488","37","Cruzeiro","Amarelo","Edílson Mendes Guimarães","22","Zagueiro","90+1"
"6488","37","Cruzeiro","Amarelo","Fred","9","Atacante","67"
"6488","37","Cruzeiro","Amarelo","Lucas Romero","29","Meio-campo","15"
"6488","37","Flamengo","Amarelo","Gustavo Cuellar","8","Meio-campo","67"
"6488","37","Flamengo","Amarelo","Fernando Uribe","20","Atacante","32"
"6489","37","Vitoria","Amarelo","Willian Farias","5","Meio-campo","17"
"6489","37","Gremio","Amarelo","Cícero Santos","77","Meio-campo","51"
"6489","37","Gremio","Amarelo","Michel Ferreira dos Santos","5","Meio-campo","29"
"6490","37","Vasco","Amarelo","Andrey","15","Meio-campo","81"
"6490","37","Vasco","Amarelo","Leandro Luis Desábato","5","Meio-campo","16"
"6490","37","Palmeiras","Amarelo","Deyverson","16","","73"
"6490","37","Palmeiras","Amarelo","Bruno Henrique Corsini","19","Meio-campo","30"
"6491","37","Internacional","Amarelo","Rossicley Pereira da Silva","22","","76"
"6491","37","Internacional","Amarelo","Andrés D'Alessandro","10","Meio-campo","26"
"6491","37","Fluminense","Amarelo","Leonardo Moreira Morais","33","Zagueiro","26"
"6492","37","America-MG","Amarelo","Norberto Pereira Marinho Neto","2","Zagueiro","83"
"6492","37","Bahia","Amarelo","Tiago Pagnussat","3","Zagueiro","24"
"6493","37","Corinthians","Amarelo","Ralf de Souza Teles","15","Meio-campo","70"
"6495","37","Sport","Vermelho","Cláudio Winck","2","Zagueiro","90"
"6494","37","Parana","Amarelo","Wesley Dias Claudino","2","Zagueiro","90"
"6494","37","Parana","Amarelo","Alex Paulo Menezes Santana","8","Atacante","36"
"6495","37","Sao Paulo","Amarelo","Reinaldo Manoel da Silva","14","Zagueiro","34"
"6495","37","Sport","Amarelo","Jair Rodrigues Júnior","88","Meio-campo","45"
"6494","37","Botafogo-RJ","Amarelo","Leonardo Valencia","10","Meio-campo","86"
"6494","37","Parana","Amarelo","Leandro Vilela","5","Meio-campo","86"
"6495","37","Sao Paulo","Amarelo","Jean Paulo Fernandes Filho","1","Goleiro","90"
"6495","37","Sport","Amarelo","Matheus Peixoto","70","Atacante","64"
"6495","37","Sport","Amarelo","Mateus Gonçalves Martins","22","Meio-campo","39"
"6496","38","Athletico-PR","Vermelho","Rony","9","Meio-campo","84"
"6496","38","Flamengo","Amarelo","Lucas Paquetá","11","Meio-campo","83"
"6496","38","Flamengo","Amarelo","Marcos Rogério Ricci Lopes","21","Zagueiro","66"
"6496","38","Athletico-PR","Amarelo","Wellington Aparecido Martins","5","Meio-campo","37"
"6497","38","Atletico-MG","Amarelo","Emerson Royal","14","Zagueiro","51"
"6497","38","Atletico-MG","Amarelo","Leonardo Silva","3","Zagueiro","21"
"6497","38","Botafogo-RJ","Amarelo","Matheus Fernandes","8","Meio-campo","60"
"6496","38","Flamengo","Vermelho","Willian Arão","5","Meio-campo","83"
"6496","38","Flamengo","Amarelo","Willian Arão","5","Meio-campo","76"
"6496","38","Flamengo","Amarelo","Robert Piris da Motta","25","Meio-campo","34"
"6497","38","Atletico-MG","Amarelo","Victor","1","Goleiro","60"
"6497","38","Atletico-MG","Amarelo","Elias Mendes Trindade","7","Meio-campo","40"
"6497","38","Botafogo-RJ","Amarelo","Rodrigo Pimpão","7","Meio-campo","71"
"6497","38","Botafogo-RJ","Amarelo","Yuri Antonio Costa da Silva","11","Meio-campo","38"
"6502","38","Parana","Vermelho","Andrey Nunes dos Santos","7","Atacante","90+3"
"6498","38","Ceara","Amarelo","Ricardo Dias Acosta","8","Meio-campo","42"
"6498","38","Ceara","Amarelo","Richardson Fernandes dos Santos","26","Meio-campo","11"
"6498","38","Vasco","Amarelo","Willian Maranhão","21","Zagueiro","22"
"6499","38","Gremio","Amarelo","Jael","9","Atacante","31"
"6499","38","Corinthians","Amarelo","Léo Santos","14","Zagueiro","62"
"6499","38","Corinthians","Amarelo","Ángel Romero","11","Atacante","14"
"6500","38","Bahia","Amarelo","Douglas Grolli","13","Zagueira","83"
"6500","38","Bahia","Amarelo","Elton Junior Melo Ataíde","17","Meio-campo","45+1"
"6501","38","Sport","Amarelo","José Rogério de Oliveira Melo","90","","86"
"6501","38","Sport","Amarelo","Adryelson","34","Zagueiro","65"
"6502","38","Parana","Amarelo","Alesson","8","Atacante","79"
"6502","38","Internacional","Amarelo","Edenílson Andrade dos Santos","8","Meio-campo","41"
"6503","38","Fluminense","Amarelo","Igor Julião","21","Zagueiro","80"
"6503","38","Fluminense","Amarelo","Everaldo","37","","72"
"6503","38","America-MG","Amarelo","Carlos Emiliano Pereira","6","Zagueiro","90+3"
"6504","38","Sao Paulo","Amarelo","Éverton Cardoso da Silva","22","Meio-campo","88"
"6504","38","Sao Paulo","Amarelo","Jean Paulo Fernandes Filho","1","Goleiro","36"
"6505","38","Palmeiras","Amarelo","Deyverson","16","","56"
"6505","38","Vitoria","Amarelo","Lucas Ribeiro","14","Zagueiro","28"
"6498","38","Ceara","Vermelho","Samuel Xavier","22","Zagueiro","90+1"
"6498","38","Ceara","Amarelo","Samuel Xavier","22","Zagueiro","16"
"6498","38","Vasco","Amarelo","Raul","31","Meio-campo","41"
"6499","38","Gremio","Amarelo","Walter Kannemann","4","Zagueiro","90+3"
"6499","38","Corinthians","Amarelo","Carlos Augusto Zopolato Neves","33","Zagueiro","66"
"6499","38","Corinthians","Amarelo","Henrique Adriano Buss","3","Zagueiro","28"
"6500","38","Bahia","Amarelo","Luiz Henrique","14","","85"
"6500","38","Bahia","Amarelo","Flávio Medeiros da Silva","5","Zagueiro","70"
"6500","38","Cruzeiro","Amarelo","Manoel Messias Silva Carvalho","27","Zagueiro","28"
"6501","38","Sport","Amarelo","Andrigo","7","Zagueiro","79"
"6501","38","Santos","Amarelo","Yuri Oliveira Lima","25","","25"
"6502","38","Internacional","Amarelo","Rossicley Pereira da Silva","22","Meio-campo","50"
"6503","38","Fluminense","Amarelo","Rodrigo Junior Paula Silva","14","Zagueiro","90+6"
"6503","38","Fluminense","Amarelo","Marcos Júnior","35","Meio-campo","76"
"6503","38","Fluminense","Amarelo","Gum","3","Zagueiro","59"
"6503","38","America-MG","Amarelo","Luan Michel Louzã","11","Meio-campo","72"
"6504","38","Sao Paulo","Amarelo","Robert Arboleda","5","Zagueiro","66"
"6505","38","Palmeiras","Amarelo","Felipe Melo","30","Meio-campo","82"
"6505","38","Vitoria","Amarelo","Luan Silva dos Santos","15","Meio-campo","59"
"6506","1","Botafogo-RJ","Amarelo","Rodrigo Pimpão","9","Meio-campo","23"
"6506","1","Botafogo-RJ","Amarelo","Jonathan Silva Vieira","6","Zagueiro","9"
"6508","1","Chapecoense","Amarelo","Douglas Silva Bacelar","23","Zagueiro","51"
"6509","1","Flamengo","Amarelo","Diego Ribas","10","Meio-campo","90+4"
"6509","1","Flamengo","Amarelo","Léo Duarte","43","Zagueiro","50"
"6509","1","Cruzeiro","Amarelo","Thiago Neves","10","Meio-campo","89"
"6509","1","Cruzeiro","Amarelo","Edílson Mendes Guimarães","2","Zagueiro","62"
"6509","1","Cruzeiro","Amarelo","Murilo Cerqueira","4","Zagueiro","5"
"6509","1","Cruzeiro","Vermelho","Murilo Cerqueira","4","Zagueiro","85"
"6506","1","Botafogo-RJ","Amarelo","Joel Carli","3","Zagueiro","90+4"
"6506","1","Botafogo-RJ","Amarelo","João Paulo","10","Meio-campo","13"
"6507","1","Avai","Amarelo","Ebert Willian Amâncio","3","Zagueiro","90+6"
"6508","1","Internacional","Amarelo","Emerson Santos","20","Zagueiro","45+1"
"6509","1","Flamengo","Amarelo","Gabriel Barbosa","9","Meio-campo","62"
"6509","1","Flamengo","Amarelo","Marcos Rogério Ricci Lopes","21","Zagueiro","25"
"6509","1","Cruzeiro","Amarelo","Fred","9","Atacante","79"
"6509","1","Cruzeiro","Amarelo","Lucas Romero","29","Meio-campo","52"
"6510","1","Santos","Vermelho","Derlis González","17","Atacante","90+5"
"6510","1","Gremio","Amarelo","Walter Kannemann","4","Zagueiro","39"
"6510","1","Santos","Amarelo","Derlis González","17","Atacante","90+4"
"6510","1","Santos","Amarelo","Diego Pituca","21","Meio-campo","69"
"6511","1","Bahia","Amarelo","Nino Paraíba","2","Zagueiro","61"
"6511","1","Corinthians","Amarelo","Carlos Augusto Zopolato Neves","6","Zagueiro","86"
"6511","1","Corinthians","Amarelo","Cássio Ramos","12","Goleiro","37"
"6512","1","Vasco","Amarelo","Raul","31","Meio-campo","56"
"6514","1","Fortaleza","Amarelo","Osvaldo Filho","11","Meio-campo","46"
"6515","1","Fluminense","Amarelo","Matheus Ferraz Pereira","3","Zagueiro","90+5"
"6515","1","Fluminense","Amarelo","Luciano da Rocha Neves","18","Atacante","86"
"6515","1","Goias","Amarelo","Léo Sena","20","Meio-campo","86"
"6513","1","CSA","Vermelho","João Carlos Heidemann","1","Goleiro","45+3"
"6510","1","Gremio","Amarelo","Matheus Henrique de Souza","14","Meio-campo","53"
"6510","1","Gremio","Amarelo","Maicon","8","Meio-campo","33"
"6510","1","Santos","Amarelo","Lucas Veríssimo","28","Zagueiro","85"
"6510","1","Santos","Amarelo","Alison Lopes Ferreira","5","Meio-campo","56"
"6511","1","Corinthians","Amarelo","Fagner","23","Zagueiro","90+1"
"6511","1","Corinthians","Amarelo","Mauro Boselli","17","Atacante","51"
"6512","1","Athletico-PR","Amarelo","Thiago Heleno","44","Zagueiro","86"
"6514","1","Palmeiras","Amarelo","Deyverson","16","Atacante","45+1"
"6514","1","Fortaleza","Amarelo","Carlos Emiliano Pereira","6","Zagueiro","43"
"6515","1","Fluminense","Amarelo","Everaldo","37","Atacante","88"
"6515","1","Fluminense","Amarelo","Nino","33","Zagueiro","66"
"6521","2","Sao Paulo","Vermelho","Igor Vinícius","2","Zagueiro","90+4"
"6523","2","Athletico-PR","Amarelo","Jonathan Cícero Moreira","2","Zagueiro","50"
"6516","2","Internacional","Amarelo","José Carlos Cracco Neto","37","Zagueiro","27"
"6516","2","Flamengo","Amarelo","Bruno Henrique","27","Atacante","90+5"
"6518","2","Corinthians","Amarelo","Vágner Love","9","Atacante","60"
"6518","2","Chapecoense","Amarelo","Aylon","18","Atacante","78"
"6520","2","Avai","Amarelo","Ebert Willian Amâncio","3","Zagueiro","87"
"6520","2","Avai","Amarelo","Alex da Silva","2","Zagueiro","37"
"6520","2","Gremio","Amarelo","Pedro Geromel","3","Zagueiro","90+3"
"6520","2","Gremio","Amarelo","Rômulo Borges Monteiro","13","Meio-campo","36"
"6521","2","Goias","Amarelo","Leandro Barcia Montero","30","Meio-campo","47"
"6521","2","Sao Paulo","Amarelo","Anderson Martins","4","Zagueiro","90"
"6523","2","Fortaleza","Amarelo","Gabriel Dias de Oliveira","13","Zagueiro","90+2"
"6523","2","Fortaleza","Amarelo","Edinho","7","Meio-campo","43"
"6523","2","Athletico-PR","Amarelo","Léo Pereira","4","Zagueiro","27"
"6516","2","Internacional","Amarelo","Nicolás Federico López","7","Atacante","90+1"
"6516","2","Internacional","Amarelo","Rodrigo Dourado","13","Meio-campo","20"
"6516","2","Flamengo","Amarelo","Renê Rodrigues Martins","6","Zagueiro","81"
"6518","2","Corinthians","Amarelo","Manoel Messias Silva Carvalho","4","Zagueiro","42"
"6519","2","Cruzeiro","Amarelo","Lucas Romero","29","Meio-campo","18"
"6520","2","Avai","Amarelo","Marcos Roberto da Silva Barbosa","33","Zagueiro","69"
"6520","2","Avai","Amarelo","Eduardo Kunde","63","Zagueiro","30"
"6520","2","Gremio","Amarelo","Leonardo Gomes","6","Zagueiro","66"
"6521","2","Goias","Amarelo","Júnior Brandão","9","Atacante","90"
"6521","2","Goias","Amarelo","Kayke Moreno","77","Atacante","42"
"6521","2","Sao Paulo","Amarelo","Reinaldo Manoel da Silva","6","Zagueiro","85"
"6523","2","Fortaleza","Amarelo","Felipe Araruna","22","Meio-campo","68"
"6523","2","Athletico-PR","Amarelo","Thiago Heleno","44","Zagueiro","51"
"6524","2","Santos","Amarelo","Diego Pituca","21","Meio-campo","90"
"6524","2","Santos","Amarelo","Rodrygo Silva de Goes","11","Atacante","36"
"6524","2","Fluminense","Amarelo","Airton Ribeiro Santos","5","Meio-campo","26"
"6525","2","Botafogo-RJ","Amarelo","Gatito Fernández","1","Goleiro","67"
"6524","2","Santos","Amarelo","Yeferson Soteldo","10","Atacante","42"
"6524","2","Fluminense","Amarelo","Allan Rodrigues de Souza","29","Meio-campo","53"
"6525","2","Botafogo-RJ","Amarelo","Gilson Gomes do Nascimento","6","Zagueiro","90+1"
"6525","2","Botafogo-RJ","Amarelo","Rodrigo Pimpão","9","Meio-campo","47"
"6526","3","Vasco","Amarelo","Cláudio Winck","21","Zagueiro","85"
"6526","3","Corinthians","Amarelo","Jadson","10","Meio-campo","90+3"
"6527","3","Palmeiras","Amarelo","Felipe Melo","30","Meio-campo","18"
"6527","3","Internacional","Amarelo","Edenílson Andrade dos Santos","8","Meio-campo","76"
"6527","3","Internacional","Amarelo","Martín Sarrafiore","29","Atacante","13"
"6528","3","Atletico-MG","Amarelo","Jair Rodrigues Júnior","88","Meio-campo","86"
"6526","3","Vasco","Amarelo","Raul","31","Meio-campo","23"
"6527","3","Palmeiras","Amarelo","Marcos Rocha","2","Zagueiro","72"
"6527","3","Internacional","Amarelo","José Carlos Cracco Neto","37","Zagueiro","90+3"
"6527","3","Internacional","Amarelo","Paolo Guerrero","9","Atacante","18"
"6527","3","Internacional","Amarelo","Víctor Cuesta","15","Zagueiro","13"
"6529","3","Athletico-PR","Amarelo","Rony","7","Atacante","88"
"6529","3","Athletico-PR","Amarelo","Braian Romero","17","Atacante","45+4"
"6530","3","Flamengo","Amarelo","Rafael Santos","58","Zagueiro","90+2"
"6530","3","Flamengo","Amarelo","Miguel Trauco","13","Zagueiro","85"
"6530","3","Flamengo","Amarelo","Ronaldo da Silva Souza","16","Meio-campo","45+2"
"6530","3","Flamengo","Amarelo","Lincoln Corrêa dos Santos","29","Atacante","25"
"6531","3","Fortaleza","Amarelo","Marcinho","17","Meio-campo","78"
"6532","3","Santos","Amarelo","Derlis González","17","Atacante","90+3"
"6532","3","Santos","Amarelo","Gustavo Henrique Vernes","6","Zagueiro","71"
"6533","3","Cruzeiro","Amarelo","Rodrigo Eduardo Costa Marinho","23","Meio-campo","90"
"6533","3","Goias","Amarelo","Giovanni Augusto","89","Meio-campo","74"
"6534","3","Gremio","Amarelo","Walter Kannemann","4","Zagueiro","70"
"6535","3","Bahia","Amarelo","Nino Paraíba","2","Zagueiro","38"
"6535","3","Avai","Amarelo","Iury de Oliveira Nascimento","22","Zagueiro","47"
"6533","3","Goias","Vermelho","Giovanni Augusto","89","Meio-campo","90+3"
"6529","3","Chapecoense","Amarelo","Douglas Silva Bacelar","23","Zagueiro","83"
"6529","3","Athletico-PR","Amarelo","Paulo André","13","Zagueiro","48"
"6530","3","Sao Paulo","Amarelo","Anderson Martins","4","Zagueiro","5"
"6530","3","Flamengo","Amarelo","Rodinei de Almeida","2","Zagueiro","89"
"6530","3","Flamengo","Amarelo","Diego Ribas","10","Meio-campo","65"
"6530","3","Flamengo","Amarelo","Thuler","26","Zagueiro","28"
"6531","3","Fortaleza","Amarelo","Paulo Roberto Valoura Junior","55","Meio-campo","81"
"6532","3","CSA","Amarelo","Bruno Edgar","30","Meio-campo","3"
"6532","3","Santos","Amarelo","Yeferson Soteldo","10","Meio-campo","85"
"6532","3","Santos","Amarelo","Jorge Marco de Oliveira Moraes","3","Meio-campo","17"
"6533","3","Goias","Amarelo","Yago Rocha","6","Meio-campo","82"
"6534","3","Gremio","Amarelo","Matheus Henrique de Souza","14","Meio-campo","90+1"
"6534","3","Fluminense","Amarelo","Guilherme Milhomem Gusmão","28","Meio-campo","64"
"6535","3","Avai","Amarelo","Luanzinho","21","Meio-campo","71"
"6536","4","Fluminense","Amarelo","Allan Rodrigues de Souza","29","Meio-campo","90+1"
"6536","4","Botafogo-RJ","Amarelo","Leonardo Valencia","20","Meio-campo","90+4"
"6536","4","Botafogo-RJ","Amarelo","Jonathan Silva Vieira","6","Zagueiro","89"
"6536","4","Botafogo-RJ","Amarelo","Joel Carli","3","Zagueiro","24"
"6537","4","Corinthians","Amarelo","Mateus Vital","22","Meio-campo","19"
"6537","4","Gremio","Amarelo","Michel Ferreira dos Santos","5","Meio-campo","77"
"6537","4","Gremio","Amarelo","Juninho Capixaba","29","Zagueiro","44"
"6538","4","Goias","Amarelo","Júnior Brandão","9","Atacante","74"
"6538","4","Ceara","Amarelo","Diogo José Gonçalves da Silva","12","Goleiro","74"
"6536","4","Fluminense","Amarelo","Luciano da Rocha Neves","18","Meio-campo","90+6"
"6536","4","Fluminense","Amarelo","Daniel Sampaio Simões","20","Meio-campo","21"
"6536","4","Botafogo-RJ","Amarelo","Bochecha","5","Meio-campo","90"
"6536","4","Botafogo-RJ","Amarelo","Erik Nascimento de Lima","11","Meio-campo","76"
"6537","4","Corinthians","Amarelo","Ramiro Moschen Benetti","28","Meio-campo","42"
"6537","4","Gremio","Amarelo","Walter Kannemann","4","Zagueiro","80"
"6537","4","Gremio","Amarelo","Leonardo Gomes","6","Zagueiro","52"
"6538","4","Goias","Amarelo","Yago Rocha","6","Meio-campo","90+3"
"6538","4","Ceara","Amarelo","Edinho","5","Meio-campo","79"
"6540","4","Vasco","Vermelho","Danilo Barcelos","14","Meio-campo","86"
"6539","4","Flamengo","Amarelo","Diego Ribas","10","Meio-campo","39"
"6539","4","Chapecoense","Amarelo","Alan Ruschel","28","Meio-campo","38"
"6540","4","Santos","Amarelo","Alison Lopes Ferreira","5","Meio-campo","90+3"
"6540","4","Vasco","Amarelo","Ricardo Graça","36","Zagueiro","90"
"6540","4","Vasco","Amarelo","Rossicley Pereira da Silva","7","Atacante","30"
"6541","4","Atletico-MG","Amarelo","Nathan Allan de Souza","23","Meio-campo","77"
"6541","4","Palmeiras","Amarelo","Diogo Barbosa","6","Zagueiro","43"
"6543","4","Avai","Amarelo","Luanzinho","21","Meio-campo","19"
"6543","4","CSA","Amarelo","Nílton Ferreira Júnior","9","Meio-campo","40"
"6544","4","Athletico-PR","Amarelo","Erick Luis Conrado Carvalho","26","Zagueiro","19"
"6544","4","Bahia","Amarelo","Nino Paraíba","2","Zagueiro","67"
"6545","4","Fortaleza","Amarelo","Marcinho","17","Meio-campo","79"
"6545","4","Sao Paulo","Amarelo","Bruno Alves","3","Zagueiro","37"
"6542","4","Cruzeiro","Vermelho","Edílson Mendes Guimarães","2","Zagueiro","90+4"
"6539","4","Flamengo","Amarelo","Ronaldo da Silva Souza","16","Meio-campo","72"
"6539","4","Chapecoense","Amarelo","Bruno Pacheco","6","Zagueiro","45+3"
"6539","4","Chapecoense","Amarelo","Bryan Mascarenhas","31","Zagueiro","13"
"6540","4","Santos","Amarelo","Jean Lucas Oliveira","30","Meio-campo","56"
"6540","4","Vasco","Amarelo","Danilo Barcelos","14","Meio-campo","82"
"6540","4","Vasco","Amarelo","Maxi López","11","Atacante","28"
"6541","4","Palmeiras","Amarelo","Felipe Melo","30","Meio-campo","74"
"6541","4","Palmeiras","Amarelo","Raphael Cavalcante Veiga","23","Meio-campo","36"
"6543","4","CSA","Amarelo","Luciano Castán","4","Zagueiro","59"
"6544","4","Athletico-PR","Amarelo","Renan Lodi","12","Zagueiro","78"
"6544","4","Bahia","Amarelo","Gregore","26","Meio-campo","90"
