"partida_id","rodata","clube","atleta","minuto","tipo_de_gol"
"6389","27","Palmeiras","Gustavo Gómez","66","Penalty"
"6389","27","Cruzeiro","Federico Mancuello","31","Penalty"
"6390","27","Atletico-MG","Emerson Royal","28",""
"6390","27","Atletico-MG","Fábio Santos","26","Penalty"
"6390","27","Atletico-MG","Juan Cazares","30",""
"6390","27","Atletico-MG","Ricardo Oliveira","70",""
"6390","27","Sport","Leonardo Silva","7","Gol Contra"
"6390","27","Atletico-MG","Elias Mendes Trindade","9",""
"6390","27","Sport","Michel Bastos","57",""
"6393","27","Internacional","Leandro Damião","63",""
"6393","27","Internacional","Andrés D'Alessandro","86","Penalty"
"6393","27","Vitoria","Emerson Santos","2","Gol Contra"
"6391","27","Santos","Carlos Andrés Sánchez","90+7","Penalty"
"6392","27","Botafogo-RJ","Jean Carlos de Souza Irmer","5",""
"6392","27","Botafogo-RJ","Kieza","25",""
"6392","27","Sao Paulo","Diego Souza","8",""
"6392","27","Sao Paulo","Gonzalo Carneiro","62",""
"6394","27","Chapecoense","Agustín Doffo","35",""
"6394","27","Ceara","Andrevaldo Santos","57",""
"6394","27","Ceara","Arthur Mendonça Cabral","59",""
"6394","27","Ceara","Leandro Carvalho","77",""
"6395","27","Parana","Alex Paulo Menezes Santana","9",""
"6395","27","Vasco","Maxi López","45+5","Penalty"
"6396","28","Internacional","Nicolás Federico López","67",""
"6396","28","Sport","Adryelson","79",""
"6396","28","Sport","Mateus Gonçalves Martins","88",""
"6397","28","Flamengo","Lucas Paquetá","60",""
"6397","28","Flamengo","Lucas Paquetá","66",""
"6397","28","Flamengo","Renê Rodrigues Martins","90+2",""
"6398","28","Santos","Carlos Andrés Sánchez","8",""
"6400","28","Chapecoense","Agustín Doffo","90+3",""
"6399","28","Athletico-PR","Pablo Felipe Teixeira","75",""
"6399","28","Athletico-PR","Marcelo Cirino da Silva","1",""
"6399","28","Athletico-PR","Raphael Cavalcante Veiga","41",""
"6399","28","Athletico-PR","Nikão","56",""
"6401","28","Palmeiras","Gustavo Gómez","34",""
"6401","28","Palmeiras","Deyverson","37",""
"6402","28","Gremio","Juninho Capixaba","85",""
"6402","28","Gremio","Jael","87","Penalty"
"6402","28","Bahia","José Élber Pimentel da Silva","3",""
"6402","28","Bahia","José Élber Pimentel da Silva","67",""
"6403","28","Fluminense","Jadson","48",""
"6403","28","Fluminense","Richard Candido Coelho","41",""
"6403","28","Fluminense","Luciano da Rocha Neves","85",""
"6403","28","Fluminense","Jadson","35",""
"6404","28","Vasco","Maxi López","36",""
"6404","28","Botafogo-RJ","Luiz Fernando Moraes dos Santos","17",""
"6406","29","Flamengo","Fernando Uribe","50",""
"6406","29","Flamengo","Léo Duarte","45+2",""
"6406","29","Flamengo","Fernando Uribe","11",""
"6407","29","Santos","Gabriel Barbosa","21",""
"6408","29","Bahia","Vinícius","89",""
"6408","29","Bahia","Vinícius","85",""
"6409","29","Vitoria","Lucas Fernandes","38",""
"6410","29","Vasco","Yago Pikachu","49",""
"6410","29","Vasco","Maxi López","70",""
"6411","29","Internacional","Leandro Damião","45+1",""
"6411","29","Internacional","Leandro Damião","52",""
"6411","29","Internacional","Nicolás Federico López","90+5","Penalty"
"6411","29","Sao Paulo","Liziero","3",""
"6412","29","Palmeiras","Deyverson","79",""
"6412","29","Palmeiras","Deyverson","8",""
"6414","29","Athletico-PR","Thiago Heleno","48",""
"6414","29","Athletico-PR","Bérgson Gustavo Silveira da Silva","84",""
"6414","29","Athletico-PR","Bérgson Gustavo Silveira da Silva","56","Penalty"
"6414","29","Athletico-PR","Rony","86",""
"6416","30","America-MG","Juninho","37",""
"6416","30","Gremio","Jean Pyerre","66","Penalty"
"6417","30","Bahia","Edigar Junio","48",""
"6419","30","Vasco","Fabrício dos Santos Silva","39",""
"6419","30","Sport","Mateus Gonçalves Martins","25",""
"6419","30","Sport","Cláudio Winck","68",""
"6420","30","Corinthians","Roger Rodrigues da Silva","90+1",""
"6420","30","Vitoria","Rhayner","9",""
"6420","30","Vitoria","Neilton Mestzk","90+3",""
"6420","30","Corinthians","Jadson","31",""
"6421","30","Fluminense","Luciano da Rocha Neves","63",""
"6422","30","Palmeiras","Bruno Henrique Corsini","18","Penalty"
"6422","30","Palmeiras","Bruno Henrique Corsini","35",""
"6422","30","Ceara","Arthur Mendonça Cabral","55",""
"6423","30","Cruzeiro","Thiago Neves","22",""
"6423","30","Cruzeiro","Giorgian De Arrascaeta","30",""
"6423","30","Cruzeiro","Dedé","44",""
"6424","30","Flamengo","Victor Vinícius Coelho Santos","51",""
"6424","30","Flamengo","Fernando Uribe","57",""
"6424","30","Flamengo","Henrique Dourado","90+1",""
"6424","30","Flamengo","Lucas Paquetá","19",""
"6425","30","Internacional","Patrick","71",""
"6425","30","Santos","Fabiano","79","Gol Contra"
"6425","30","Santos","Gabriel Barbosa","50",""
"6425","30","Internacional","Leandro Damião","44",""
"6405","28","Ceara","Arthur Mendonça Cabral","63",""
"6405","28","Ceara","Arthur Mendonça Cabral","81",""
"6426","31","Sao Paulo","Bruno Alves","37",""
"6427","31","Vasco","Maxi López","90+2","Penalty"
"6427","31","Internacional","Jonatan Álvez","85",""
"6428","31","Santos","Victor Ferraz","88",""
"6428","31","Santos","Carlos Andrés Sánchez","89",""
"6428","31","Santos","Gabriel Barbosa","84","Penalty"
"6429","31","Sport","Jair Rodrigues Júnior","7",""
"6429","31","Sport","Jair Rodrigues Júnior","64",""
"6429","31","Gremio","Matheus Henrique de Souza","38",""
"6429","31","Sport","Mateus Gonçalves Martins","30",""
"6429","31","Gremio","Thonny Anderson","59",""
"6429","31","Sport","Gabriel Santana","53",""
"6429","31","Gremio","Juninho Capixaba","52","Penalty"
"6431","31","Chapecoense","Wellington Paulista","60",""
"6432","31","Palmeiras","Eduardo Pereira Rodrigues","50",""
"6432","31","Flamengo","Marlos Moreno","81",""
"6430","31","Corinthians","Danilo Gabriel de Andrade","47",""
"6430","31","Bahia","Clayton da Silveira da Silva","85","Penalty"
"6430","31","Corinthians","Danilo Gabriel de Andrade","89",""
"6434","31","Athletico-PR","Pablo Felipe Teixeira","84",""
"6434","31","Botafogo-RJ","Brenner Marlos Varanda de Oliveira","30","Penalty"
"6434","31","Athletico-PR","Bérgson Gustavo Silveira da Silva","56",""
"6433","31","Cruzeiro","Giorgian De Arrascaeta","10",""
"6433","31","Parana","Egídio de Araújo Pereira Júnior","20","Gol Contra"
"6433","31","Cruzeiro","Rafael Sóbis","48","Penalty"
"6433","31","Cruzeiro","Fred","15",""
"6435","31","Ceara","Juninho Quixadá","10",""
"6435","31","Ceara","Leandro Carvalho","62",""
"6435","31","Atletico-MG","Juan Cazares","26",""
"6436","32","Vasco","Maxi López","59","Penalty"
"6437","32","Gremio","Pedro Geromel","3",""
"6438","32","Santos","Jonathan Copete","55",""
"6438","32","Palmeiras","Eduardo Pereira Rodrigues","14",""
"6438","32","Santos","José Rodolfo Pires Ribeiro","65",""
"6438","32","Palmeiras","Edu Dracena","40",""
"6438","32","Palmeiras","Victor Luis","71",""
"6442","32","Botafogo-RJ","Rodrigo Lindoso","28",""
"6439","32","America-MG","Rafael Moura","71","Penalty"
"6439","32","Cruzeiro","Thiago Neves","50","Penalty"
"6439","32","Cruzeiro","Giorgian De Arrascaeta","18",""
"6441","32","Flamengo","Rodinei de Almeida","82",""
"6441","32","Sao Paulo","Diego Souza","8",""
"6441","32","Sao Paulo","Hélio Junio Nunes de Castro","50",""
"6441","32","Flamengo","Fernando Uribe","10",""
"6440","32","Vitoria","Léo Pereira","84",""
"6440","32","Parana","Alex Paulo Menezes Santana","59",""
"6443","32","Internacional","Rodrigo Moledo","82",""
"6443","32","Internacional","Andrés D'Alessandro","90+4","Penalty"
"6443","32","Athletico-PR","Guilherme Camacho","64",""
"6444","32","Bahia","José Élber Pimentel da Silva","67",""
"6445","32","Sport","Gabriel Santana","53",""
"6446","33","Parana","Andrey Nunes dos Santos","90",""
"6447","33","Sao Paulo","Brenner","81",""
"6447","33","Corinthians","Ralf de Souza Teles","72",""
"6448","33","Botafogo-RJ","Erik Nascimento de Lima","19",""
"6448","33","Botafogo-RJ","Leonardo Valencia","29",""
"6448","33","Flamengo","Victor Vinícius Coelho Santos","49",""
"6449","33","Athletico-PR","Marcelo Cirino da Silva","10",""
"6449","33","Athletico-PR","Raphael Cavalcante Veiga","22",""
"6450","33","Bahia","Nílton Ferreira Júnior","39",""
"6450","33","Bahia","Eric dos Santos Rodrigues","72",""
"6450","33","Vitoria","Léo Pereira","8",""
"6450","33","Vitoria","Léo Pereira","68",""
"6452","33","Atletico-MG","Elias Mendes Trindade","64",""
"6452","33","Palmeiras","Bruno Henrique Corsini","77","Penalty"
"6453","33","Gremio","Jael","20",""
"6453","33","Gremio","Matheus Henrique de Souza","90+5",""
"6453","33","Vasco","Thiago Galhardo","12",""
"6451","33","Ceara","Ricardo Dias Acosta","42",""
"6451","33","Internacional","Leandro Damião","16",""
"6455","33","Chapecoense","Leandro","29",""
"6456","34","Vasco","Thiago Galhardo","67","Penalty"
"6456","34","Athletico-PR","Léo Pereira","90+5",""
"6457","34","Ceara","Calyson","8",""
"6457","34","Bahia","José Rafael Vivian","44",""
"6457","34","Bahia","Edigar Junio","90+3",""
"6458","34","Atletico-MG","Fábio Santos","14","Penalty"
"6460","34","Palmeiras","Miguel Borja","41",""
"6460","34","Palmeiras","Felipe Melo","83",""
"6460","34","Palmeiras","Luan Garcia Teixeira","90",""
"6461","34","Cruzeiro","David Corrêa da Fonseca","14",""
"6462","34","Botafogo-RJ","Luiz Fernando Moraes dos Santos","73",""
"6463","34","Flamengo","Henrique Dourado","73",""
"6464","34","Sao Paulo","Michel Ferreira dos Santos","74","Gol Contra"
"6464","34","Gremio","Everton Sousa Soares","57",""
"6465","34","Internacional","Leandro Damião","24",""
"6465","34","Internacional","Edenílson Andrade dos Santos","45+1",""
"6466","35","Corinthians","Mateus Vital","50",""
"6467","35","Vitoria","Neilton Mestzk","90+2","Penalty"
"6467","35","Athletico-PR","Bruno Guimarães","86",""
"6467","35","Athletico-PR","Ramon Menezes Roma","26","Gol Contra"
"6468","35","Atletico-MG","Juan Cazares","51",""
"6469","35","Parana","Keslley dos Santos Lopes","35",""
"6469","35","Palmeiras","Gustavo Scarpa","54","Penalty"
"6470","35","Santos","Gabriel Barbosa","45+1",""
"6470","35","America-MG","Rafael Moura","31",""
"6470","35","America-MG","Matheus Leonardo Sales Cardoso","65",""
"6471","35","Flamengo","Willian Arão","82",""
"6472","35","Botafogo-RJ","Erik Nascimento de Lima","42",""
"6473","35","Sao Paulo","Diego Souza","31",""
"6474","35","Gremio","Cícero Santos","24",""
"6474","35","Gremio","Everton Sousa Soares","75",""
"6476","36","Internacional","Andrés D'Alessandro","83","Penalty"
"6476","36","Atletico-MG","Juan Cazares","42",""
"6476","36","Atletico-MG","David Terans","90+3",""
"6477","36","Santos","Rodrygo Silva de Goes","36",""
"6477","36","Botafogo-RJ","Brenner Marlos Varanda de Oliveira","59",""
"6478","36","Athletico-PR","Léo Pereira","52",""
"6480","36","Flamengo","Diego Ribas","90",""
"6480","36","Flamengo","Fernando Uribe","47",""
"6481","36","Cruzeiro","Aderlan Santos","43","Gol Contra"
"6481","36","Cruzeiro","Fred","72",""
"6481","36","Cruzeiro","Fred","55","Penalty"
"6479","36","Palmeiras","Willian Gomes de Siqueira","76",""
"6479","36","Palmeiras","Eduardo Pereira Rodrigues","78",""
"6479","36","Palmeiras","Deyverson","82",""
"6479","36","Palmeiras","Luan Garcia Teixeira","59",""
"6482","36","Vasco","Andrey","18",""
"6482","36","Vasco","Yago Pikachu","90+5",""
"6485","36","Chapecoense","Leandro","8",""
"6485","36","Sport","Michel Bastos","68",""
"6485","36","Chapecoense","Leandro","4","Penalty"
"6483","36","Ceara","Paulo Roberto Valoura Junior","33","Penalty"
"6484","36","Bahia","José Rafael Vivian","53",""
"6484","36","Bahia","Edigar Junio","55",""
"6486","37","Santos","Carlos Andrés Sánchez","2",""
"6486","37","Atletico-MG","Ricardo Oliveira","53",""
"6486","37","Santos","Wanderson Felipe Cardoso dos Santos","34",""
"6486","37","Santos","Gabriel Barbosa","37",""
"6486","37","Atletico-MG","Ricardo Oliveira","17",""
"6488","37","Flamengo","Éverton Ribeiro","8",""
"6488","37","Flamengo","Éverton Ribeiro","52",""
"6487","37","Ceara","Wescley","83",""
"6487","37","Athletico-PR","Marcio Antonio de Sousa Junior","53",""
"6487","37","Athletico-PR","Lucho González","58",""
"6487","37","Ceara","Leandro Carvalho","26",""
"6490","37","Palmeiras","Deyverson","72",""
"6491","37","Internacional","Nicolás Federico López","75",""
"6491","37","Internacional","Nicolás Federico López","89",""
"6492","37","America-MG","Juninho","47",""
"6494","37","Botafogo-RJ","Erik Nascimento de Lima","75",""
"6494","37","Parana","Alex Paulo Menezes Santana","64",""
"6494","37","Botafogo-RJ","Erik Nascimento de Lima","7",""
"6496","38","Athletico-PR","Rony","71",""
"6496","38","Flamengo","Luiz Rhodolfo Dini Gaioto","23",""
"6496","38","Athletico-PR","Matheus Rossetto","65",""
"6497","38","Atletico-MG","Juan Cazares","18",""
"6502","38","Parana","Jhonny Lucas","90+2",""
"6502","38","Internacional","Jonatan Álvez","66",""
"6505","38","Palmeiras","Bruno Henrique Corsini","90",""
"6505","38","Vitoria","Yago Rocha","71","Penalty"
"6505","38","Vitoria","Luan Silva dos Santos","73",""
"6505","38","Palmeiras","Edu Dracena","43",""
"6505","38","Palmeiras","Gustavo Scarpa","57",""
"6499","38","Gremio","Jael","12",""
"6501","38","Sport","Hernane Vidal de Souza","90+2",""
"6501","38","Santos","Rodrygo Silva de Goes","90+4",""
"6501","38","Sport","José Rogério de Oliveira Melo","84",""
"6503","38","Fluminense","Richard Candido Coelho","41",""
"6504","38","Chapecoense","Leandro","68",""
"6506","1","Sao Paulo","Éverton Cardoso da Silva","41",""
"6506","1","Sao Paulo","Hudson","83",""
"6507","1","Atletico-MG","Ricardo Oliveira","53",""
"6507","1","Avai","Feliciano Brizuela","46",""
"6507","1","Atletico-MG","Fábio Santos","45+2","Penalty"
"6508","1","Chapecoense","Everaldo Stum","88",""
"6508","1","Chapecoense","Everaldo Stum","45+2","Penalty"
"6509","1","Flamengo","Bruno Henrique","67",""
"6509","1","Flamengo","Gabriel Barbosa","90",""
"6509","1","Cruzeiro","Pedro Rocha Neves","40",""
"6509","1","Flamengo","Bruno Henrique","41",""
"6510","1","Santos","Eduardo Sasha","6",""
"6510","1","Santos","Felipe Jonatan","35",""
"6510","1","Gremio","Everton Sousa Soares","90+3",""
"6513","1","Ceara","Ricardo Bueno","89",""
"6513","1","Ceara","Leandro Carvalho","34",""
"6513","1","Ceara","João Lucas Cardoso","81",""
"6513","1","Ceara","Ricardo Bueno","21",""
"6511","1","Bahia","José Rogério de Oliveira Melo","84",""
"6511","1","Corinthians","Pedrinho","45+2",""
"6511","1","Bahia","Arthur Caike do Nascimento Cruz","45+4",""
"6511","1","Corinthians","Clayson Henrique da Silva Vieira","90+5",""
"6511","1","Bahia","Artur Victor Guimarães","76",""
"6512","1","Athletico-PR","Marco Ruben","45",""
"6512","1","Athletico-PR","Nikão","86",""
"6512","1","Athletico-PR","Werley Ananias da Silva","66","Gol Contra"
"6512","1","Vasco","Bruno César","89",""
"6512","1","Athletico-PR","Bruno Guimarães","3",""
"6514","1","Palmeiras","José Rafael Vivian","71",""
"6514","1","Palmeiras","Marcos Rocha","59",""
"6514","1","Palmeiras","Bruno Henrique Corsini","90+1",""
"6514","1","Palmeiras","José Rafael Vivian","17",""
"6515","1","Goias","Rafael Vaz","89",""
"6517","2","Palmeiras","Raphael Cavalcante Veiga","9",""
"6517","2","CSA","Matheus Sávio","63",""
"6516","2","Internacional","Paolo Guerrero","5",""
"6516","2","Internacional","Martín Sarrafiore","77",""
"6516","2","Flamengo","Giorgian De Arrascaeta","60",""
"6518","2","Corinthians","Carlos Augusto Zopolato Neves","55",""
"6519","2","Cruzeiro","Thiago Neves","50",""
"6520","2","Avai","Michel Ferreira dos Santos","85","Gol Contra"
"6520","2","Gremio","Rômulo Borges Monteiro","45",""
"6521","2","Goias","Leandro Barcia Montero","45+2",""
"6521","2","Sao Paulo","Alexandre Pato","31",""
"6521","2","Sao Paulo","Jonas Toró","36",""
"6522","2","Atletico-MG","Elias Mendes Trindade","59",""
"6522","2","Atletico-MG","Yimmi Chará","90",""
"6522","2","Vasco","Maxi López","66",""
"6523","2","Athletico-PR","Léo Pereira","22",""
"6523","2","Fortaleza","Edinho","2",""
"6523","2","Fortaleza","Wellington Paulista","76",""
"6524","2","Santos","Eduardo Sasha","65",""
"6524","2","Santos","Carlos Andrés Sánchez","73",""
"6524","2","Fluminense","Pedro","85",""
"6525","2","Botafogo-RJ","Erik Nascimento de Lima","30",""
"6525","2","Bahia","Ernando Rodrigues Lopes","83",""
"6525","2","Botafogo-RJ","João Paulo","36",""
"6525","2","Botafogo-RJ","Cícero Santos","45+3",""
"6525","2","Bahia","Arthur Caike do Nascimento Cruz","6",""
"6527","3","Palmeiras","Deyverson","14",""
"6526","3","Corinthians","Mateus Vital","17",""
"6526","3","Vasco","Maxi López","39","Penalty"
"6528","3","Atletico-MG","Nathan Allan de Souza","26",""
"6528","3","Atletico-MG","Jair Rodrigues Júnior","90+3",""
"6528","3","Ceara","Ricardo Bueno","24",""
"6529","3","Chapecoense","Everaldo Stum","89",""
"6529","3","Athletico-PR","Rony","76",""
"6531","3","Botafogo-RJ","Alex Paulo Menezes Santana","70",""
"6533","3","Cruzeiro","Rodrigo Eduardo Costa Marinho","81",""
"6533","3","Goias","Michael Richard Delgado de Oliveira","57",""
"6533","3","Cruzeiro","Dedé","49",""
"6530","3","Sao Paulo","Danilo Neves","83",""
"6530","3","Flamengo","Orlando Berrío","8",""
"6534","3","Gremio","Jean Pyerre","22",""
"6534","3","Fluminense","Luciano da Rocha Neves","41",""
"6534","3","Fluminense","Pedro","72","Penalty"
"6534","3","Gremio","Walter Kannemann","84",""
"6534","3","Fluminense","Matheus Ferraz Pereira","55",""
"6534","3","Gremio","André Felipe Ribeiro de Souza","6",""
"6534","3","Fluminense","Yony González","39",""
"6534","3","Gremio","Everton Sousa Soares","13",""
"6534","3","Fluminense","Yony González","90+2",""
"6535","3","Bahia","Artur Victor Guimarães","40",""
"6536","4","Botafogo-RJ","Alex Paulo Menezes Santana","72",""
"6538","4","Goias","Jonathan Marlone","21",""
"6538","4","Goias","Leandro Barcia Montero","90+1",""
"6538","4","Ceara","Thiago Galhardo","77",""
"6541","4","Palmeiras","Bruno Henrique Corsini","45",""
"6541","4","Palmeiras","Bruno Henrique Corsini","52",""
"6539","4","Flamengo","Lincoln Corrêa dos Santos","51",""
"6539","4","Chapecoense","Gum","90+2",""
"6539","4","Flamengo","Victor Vinícius Coelho Santos","8",""
"6542","4","Internacional","Paolo Guerrero","56",""
"6542","4","Internacional","Rodrigo Moledo","83",""
"6542","4","Cruzeiro","Dedé","36",""
"6542","4","Internacional","Gustavo Nonato Santana","32",""
"6540","4","Santos","Yeferson Soteldo","73",""
"6540","4","Santos","Diego Pituca","19",""
"6540","4","Santos","Rodrygo Silva de Goes","33",""
"6544","4","Athletico-PR","Rony","11",""
"6545","4","Sao Paulo","Hernanes","77",""
"6546","5","Fluminense","João Pedro","90+5",""
"6546","5","Fluminense","Nino","44",""
"6546","5","Cruzeiro","Róbson Michael Signorini","49",""
"6546","5","Fluminense","Luciano da Rocha Neves","46",""
"6546","5","Fluminense","João Pedro","81",""
"6548","5","Flamengo","Bruno Henrique","31",""
"6548","5","Atletico-MG","Juan Cazares","28",""
"6548","5","Atletico-MG","Yimmi Chará","47",""
"6547","5","Palmeiras","Raphael Cavalcante Veiga","52",""
"6547","5","Palmeiras","Hyoran","88",""
"6547","5","Palmeiras","Gustavo Gómez","6",""
"6547","5","Palmeiras","Deyverson","19",""
"6551","5","Corinthians","Pedrinho","87",""
"6551","5","Corinthians","Vágner Love","14",""
"6553","5","Fortaleza","Marcinho","63",""
"6553","5","Fortaleza","Osvaldo Filho","65",""
"6553","5","Chapecoense","Rildo de Andrade Felicissimo","13",""
"6553","5","Fortaleza","Marcinho","39",""
"6550","5","Internacional","Gustavo Nonato Santana","37",""
"6550","5","Internacional","Edenílson Andrade dos Santos","65",""
"6552","5","Goias","Kayke Moreno","87",""
"6554","5","Vasco","Ricardo Graça","82",""
"6554","5","Avai","Daniel Amorim","90+5",""
"6555","5","Ceara","Ricardo Dias Acosta","11",""
"6555","5","Gremio","Everton Sousa Soares","31",""
"6555","5","Ceara","Michel Ferreira dos Santos","23","Gol Contra"
"6556","6","Palmeiras","Gustavo Gómez","62","Penalty"
"6557","6","Gremio","Felipe Vizeu","47",""
"6558","6","Flamengo","Rodrigo Caio","90+6",""
"6558","6","Athletico-PR","Marcelo Cirino da Silva","64",""
"6558","6","Flamengo","Gabriel Barbosa","32","Penalty"
"6558","6","Flamengo","Bruno Henrique","90",""
"6558","6","Athletico-PR","Marcelo Cirino da Silva","72","Penalty"
"6560","6","Vasco","Yago Pikachu","71","Penalty"
"6560","6","Fortaleza","Romarinho","89",""
"6561","6","Chapecoense","Rildo de Andrade Felicissimo","52",""
"6561","6","Chapecoense","Diego Torres","85",""
"6561","6","Cruzeiro","Thiago Neves","57",""
"6562","6","Fluminense","João Pedro","80",""
"6562","6","Bahia","Gilberto Oliveira Souza Junior","69","Penalty"
"6562","6","Bahia","Artur Victor Guimarães","16",""
"6562","6","Fluminense","Pedro","19","Penalty"
"6562","6","Bahia","Gilberto Oliveira Souza Junior","30",""
"6563","6","Corinthians","Pedrinho","7",""
"6565","6","Ceara","Thiago Galhardo","73",""
"6565","6","Ceara","Thiago Galhardo","87",""
"6565","6","Avai","Brenner Marlos Varanda de Oliveira","44",""
"6564","6","CSA","Francinilson Santos Meirelles","62",""
"6566","7","Flamengo","Gabriel Barbosa","40",""
"6566","7","Flamengo","Gabriel Barbosa","68",""
"6567","7","Bahia","José Fernando Viana de Santana","55","Penalty"
"6568","7","Botafogo-RJ","Diego Souza","58",""
"6571","7","Sao Paulo","Alexandre Pato","15",""
"6571","7","Cruzeiro","Thiago Neves","68",""
"6569","7","Santos","Eduardo Sasha","52",""
"6570","7","Athletico-PR","Marcelo Cirino da Silva","84",""
"6570","7","Athletico-PR","Lucho González","21",""
"6570","7","Athletico-PR","Rony","38",""
"6572","7","Atletico-MG","Yimmi Chará","50",""
"6572","7","Atletico-MG","Fábio Santos","20","Penalty"
"6572","7","Atletico-MG","Adílson Warken","76",""
"6572","7","Atletico-MG","Juan Cazares","23",""
"6573","7","Chapecoense","Everaldo Stum","37","Penalty"
"6573","7","Palmeiras","Eduardo Pereira Rodrigues","32",""
"6573","7","Palmeiras","Marcos Rocha","45",""
"6574","7","Internacional","Paolo Guerrero","62",""
"6574","7","Internacional","Edenílson Andrade dos Santos","77",""
"6576","8","Vasco","Tiago Reis","45+3",""
"6576","8","Internacional","Emerson Santos","56",""
"6576","8","Vasco","Andrey","44",""
"6577","8","Palmeiras","Raphael Cavalcante Veiga","80","Penalty"
"6578","8","Gremio","Pepê","90",""
"6584","8","Atletico-MG","Alerrandro Barra Mansa Realino de Souza","71",""
"6584","8","Santos","Jean Mota Oliveira de Souza","45+5","Penalty"
"6584","8","Santos","Eduardo Sasha","39",""
"6584","8","Santos","Carlos Andrés Sánchez","81",""
"6582","8","Botafogo-RJ","Cícero Santos","83",""
"6582","8","Botafogo-RJ","Alex Paulo Menezes Santana","90+4",""
"6582","8","CSA","Carlos Andrade Souza","62",""
"6585","8","Goias","Jefferson","78",""
"6585","8","Goias","Kayke Moreno","37","Penalty"
"6585","8","Chapecoense","Rafael Pereira dos Santos","45",""
"6585","8","Goias","Kayke Moreno","90+2","Penalty"
"6586","9","Gremio","Jean Pyerre","81",""
"6587","9","Fortaleza","André Luis","3",""
"6587","9","Fortaleza","André Luis","45+2",""
"6587","9","Cruzeiro","Luiz Ricardo Alves","11",""
"6588","9","Internacional","Rafael Sóbis","61",""
"6588","9","Internacional","Andrés D'Alessandro","81",""
"6588","9","Bahia","José Fernando Viana de Santana","78",""
"6588","9","Internacional","Rodrigo Lindoso","18",""
"6589","9","Flamengo","Gabriel Barbosa","77",""
"6589","9","Flamengo","Victor Vinícius Coelho Santos","65",""
"6590","9","Santos","Eduardo Sasha","59",""
"6595","9","Athletico-PR","Rafael Vaz","90+2","Gol Contra"
"6595","9","Goias","Kayke Moreno","6",""
"6595","9","Goias","Leandro Barcia Montero","32",""
"6591","9","Vasco","Danilo Barcelos","80",""
"6592","9","Chapecoense","Everaldo Stum","3",""
"6592","9","Fluminense","Paulo Henrique Ganso","59","Penalty"
"6593","9","Palmeiras","Deyverson","32",""
"6593","9","Palmeiras","Bruno Henrique Corsini","66",""
"6594","9","Atletico-MG","Alerrandro Barra Mansa Realino de Souza","44",""
"6594","9","Sao Paulo","Alexandre Pato","73",""
"6597","10","Fortaleza","Wellington Paulista","43",""
"6597","10","Fortaleza","Wellington Paulista","67",""
"6596","10","Vasco","Yago Pikachu","15","Penalty"
"6596","10","Gremio","Pepê","61",""
"6596","10","Gremio","Pepê","86",""
"6598","10","Santos","Carlos Andrés Sánchez","87",""
"6599","10","Palmeiras","Eduardo Pereira Rodrigues","71",""
"6599","10","Sao Paulo","Pablo Felipe Teixeira","10",""
"6600","10","Flamengo","Bruno Henrique","44",""
"6600","10","Flamengo","Giorgian De Arrascaeta","6",""
"6600","10","Flamengo","Gabriel Barbosa","56",""
"6600","10","Flamengo","Giorgian De Arrascaeta","45+1",""
"6600","10","Flamengo","Gabriel Barbosa","81",""
"6600","10","Flamengo","Giorgian De Arrascaeta","45+5",""
"6600","10","Goias","Kayke Moreno","12",""
"6602","10","Athletico-PR","Vitor Hugo Naum dos Santos","89",""
"6601","10","Corinthians","Vágner Love","78",""
"6604","10","Atletico-MG","Vinícius","90+9",""
"6604","10","Chapecoense","Everaldo Stum","1",""
"6604","10","Atletico-MG","Iago Maidana","80",""
"6605","10","Fluminense","Pedro","41",""
"6605","10","Ceara","Tiago dos Santos Alves","45+4",""
"6606","11","Vasco","Bruno César","76",""
"6606","11","Fluminense","Pedro","45+2",""
"6606","11","Vasco","Leandro Castán","67",""
"6609","11","Athletico-PR","Madson","41",""
"6609","11","Athletico-PR","Thonny Anderson","60",""
"6609","11","Athletico-PR","Léo Cittadini","86",""
"6609","11","Athletico-PR","Braian Romero","90+3",""
"6610","11","Gremio","Luan Guilherme de Jesus Vieira","71",""
"6610","11","Internacional","Paulo Miranda","22","Gol Contra"
"6608","11","Ceara","Mateus Gonçalves Martins","32",""
"6608","11","Ceara","Leandro Carvalho","72",""
"6611","11","Santos","Mário Sérgio Santos Costa","75",""
"6613","11","Flamengo","Gabriel Barbosa","85",""
"6613","11","Corinthians","Clayson Henrique da Silva Vieira","62","Penalty"
"6612","11","Atletico-MG","Juan Cazares","14","Penalty"
"6612","11","Fortaleza","Carlos Emiliano Pereira","65",""
"6612","11","Atletico-MG","Paulo Roberto Valoura Junior","7","Gol Contra"
"6612","11","Fortaleza","Paulo Roberto Valoura Junior","72","Penalty"
"6615","11","Sao Paulo","Antony Matheus dos Santos","49",""
"6615","11","Sao Paulo","Jonas Toró","53",""
"6615","11","Sao Paulo","Raniel","56",""
"6615","11","Sao Paulo","Vitor Bueno","90+1",""
"6617","12","Athletico-PR","Bruno Guimarães","77",""
"6617","12","Athletico-PR","Jonathan Cícero Moreira","30","Penalty"
"6616","12","Vasco","Marrony","3",""
"6616","12","Palmeiras","Gustavo Scarpa","15","Penalty"
"6619","12","Internacional","Martín Sarrafiore","39",""
"6618","12","Fluminense","Yony González","36",""
"6618","12","Sao Paulo","Reinaldo Manoel da Silva","90+7","Penalty"
